transcript_hebrew,intent
", תכווני לי שעון לשמונה, שלא אאחר",alarm_set
", תגדירי לי שעון מעורר ל-7:00 בבוקר",alarm_set
", אני צריכה לקום ב-6:30, תכווני שעון",alarm_set
", תכווני שעון ליום ראשון בשש בבוקר",alarm_set
", תפעילי לי שעון מעורר ל-6:45",alarm_set
" היקרה, תכווני לי שעון לחמש וחצי בבוקר",alarm_set
", תגדירי שעון מעורר לשבע ורבע",alarm_set
", אני מתעורר מוקדם, תעזרי לי עם שעון לחמש",alarm_set
", אנא תכווני שעון לשש בבוקר",alarm_set
", תפעילי שעון לעוד שלושים דקות",alarm_set
", אני צריך לקום בחמש בבוקר, תכווני שעון",alarm_set
", תגדירי לי שעון מעורר ל-4:45",alarm_set
", תכווני שעון לשמונה, דחוף",alarm_set
", אני צריכה שעון מעורר לשבע וחצי",alarm_set
", תכווני שעון ל-6:15 כדי להספיק ללמוד",alarm_set
", תפעילי שעון מחר ל-7:20",alarm_set
", תכווני שעון ל-6:45, הילדים קמים מוקדם",alarm_set
", תפעילי לי שעון ל-5:50 בבוקר",alarm_set
", אני צריכה לקום מוקדם, תגדירי שעון לשש",alarm_set
", שימי שעון ל-8:00 בבוקר",alarm_set
", אני צריך שעון ל-7:15 לבית ספר",alarm_set
", תכווני לי שעון לשבע וחצי",alarm_set
", תפעילי שעון ל-6:55, בבקשה",alarm_set
", אני צריך שעון מעורר לשש ורבע, בבקשה",alarm_set
", אני צריכה לקום ב-6:30, תכווני שעון",alarm_set
", אני מתעורר מוקדם, תעזרי לי עם שעון לחמש",alarm_set
", תכווני שעון לשמונה, דחוף",alarm_set
", אני צריכה לקום מוקדם, תגדירי שעון לשש",alarm_set
", אני צריך שעון ל-7:15 לבית ספר",alarm_set
", אני צריכה לקום ב-6:30, תכווני שעון",alarm_set
", תגדירי לי שעון מעורר ל-4:45",alarm_set
", תפעילי לי שעון ל-5:50 בבוקר",alarm_set
", אני צריך שעון ל-7:15 לבית ספר",alarm_set
", תכווני שעון לשמונה, דחוף",alarm_set
", אני צריכה שעון מעורר לשבע וחצי",alarm_set
", אני צריכה לקום מוקדם, תגדירי שעון לשש",alarm_set
", אני צריך שעון ל-7:15 לבית ספר",alarm_set
", אני צריך שעון מעורר לשש ורבע, בבקשה",alarm_set
", אני מתעורר מוקדם, תעזרי לי עם שעון לחמש",alarm_set
", תגדירי לי שעון מעורר ל-4:45",alarm_set
", תפעילי שעון מחר ל-7:20",alarm_set
", תגדירי לי שעון מעורר ל-7:00 בבוקר",alarm_set
" היקרה, תכווני לי שעון לחמש וחצי בבוקר",alarm_set
", תכווני שעון לשמונה, דחוף",alarm_set
", תפעילי שעון מחר ל-7:20",alarm_set
", תכווני שעון ל-6:45, הילדים קמים מוקדם",alarm_set
", שימי שעון ל-8:00 בבוקר",alarm_set
", אני מתעורר מוקדם, תעזרי לי עם שעון לחמש",alarm_set
", תכווני שעון לשמונה, דחוף",alarm_set
", אני צריכה לקום ב-6:30, תכווני שעון",alarm_set
", תגדירי שעון מעורר לשבע ורבע",alarm_set
", תפעילי שעון מחר ל-7:20",alarm_set
", תפעילי שעון ל-6:55, בבקשה",alarm_set
", תכווני שעון ליום ראשון בשש בבוקר",alarm_set
", אני מתעורר מוקדם, תעזרי לי עם שעון לחמש",alarm_set
", תגדירי לי שעון מעורר ל-4:45",alarm_set
", תפעילי שעון מחר ל-7:20",alarm_set
", תפעילי לי שעון ל-5:50 בבוקר",alarm_set
", תפעילי שעון ל-6:55, בבקשה",alarm_set
", תכווני לי שעון לשמונה, שלא אאחר",alarm_set
", תכווני שעון ליום ראשון בשש בבוקר",alarm_set
", אני צריכה שעון מעורר לשבע וחצי",alarm_set
", אני צריכה לקום מוקדם, תגדירי שעון לשש",alarm_set
", תפעילי שעון ל-6:55, בבקשה",alarm_set
", תפעילי לי שעון מעורר ל-6:45",alarm_set
", תגדירי שעון מעורר לשבע ורבע",alarm_set
", תכווני שעון לשמונה, דחוף",alarm_set
", אני צריכה שעון מעורר לשבע וחצי",alarm_set
", תפעילי לי שעון מעורר ל-6:45",alarm_set
", תגדירי שעון מעורר לשבע ורבע",alarm_set
", תכווני שעון ל-6:15 כדי להספיק ללמוד",alarm_set
", תפעילי שעון ל-6:55, בבקשה",alarm_set
", אני צריך שעון מעורר לשש ורבע, בבקשה",alarm_set
", אנא תכווני שעון לשש בבוקר",alarm_set
", תכווני שעון לשמונה, דחוף",alarm_set
", תכווני שעון ל-6:15 כדי להספיק ללמוד",alarm_set
", תכווני שעון ל-6:45, הילדים קמים מוקדם",alarm_set
", תכווני לי שעון לשמונה, שלא אאחר",alarm_set
", אני צריכה לקום ב-6:30, תכווני שעון",alarm_set
", אנא תכווני שעון לשש בבוקר",alarm_set
", תגדירי לי שעון מעורר ל-4:45",alarm_set
", שימי שעון ל-8:00 בבוקר",alarm_set
", תגדירי לי שעון מעורר ל-7:00 בבוקר",alarm_set
", תכווני שעון לשמונה, דחוף",alarm_set
", תכווני שעון ל-6:45, הילדים קמים מוקדם",alarm_set
", תפעילי שעון ל-6:55, בבקשה",alarm_set
" היקרה, תכווני לי שעון לחמש וחצי בבוקר",alarm_set
", אני צריך לקום בחמש בבוקר, תכווני שעון",alarm_set
", תפעילי שעון מחר ל-7:20",alarm_set
", תפעילי שעון ל-6:55, בבקשה",alarm_set
", תפעילי לי שעון מעורר ל-6:45",alarm_set
", תפעילי שעון ל-6:55, בבקשה",alarm_set
", תגדירי לי שעון מעורר ל-7:00 בבוקר",alarm_set
", אנא תכווני שעון לשש בבוקר",alarm_set
", תפעילי שעון לעוד שלושים דקות",alarm_set
", תפעילי שעון מחר ל-7:20",alarm_set
", אני צריכה לקום מוקדם, תגדירי שעון לשש",alarm_set
", שימי שעון ל-8:00 בבוקר",alarm_set
", תפעילי לי שעון מעורר ל-6:45",alarm_set
", אנא תכווני שעון לשש בבוקר",alarm_set
", תפעילי שעון לעוד שלושים דקות",alarm_set
", תפעילי שעון מחר ל-7:20",alarm_set
", תפעילי לי שעון ל-5:50 בבוקר",alarm_set
", שימי שעון ל-8:00 בבוקר",alarm_set
", תכווני לי שעון לשמונה, שלא אאחר",alarm_set
", תגדירי שעון מעורר לשבע ורבע",alarm_set
", תפעילי שעון מחר ל-7:20",alarm_set
", אני צריכה לקום מוקדם, תגדירי שעון לשש",alarm_set
", תפעילי שעון ל-6:55, בבקשה",alarm_set
", אני צריך שעון מעורר לשש ורבע, בבקשה",alarm_set
", אני צריכה לקום ב-6:30, תכווני שעון",alarm_set
", תכווני שעון לשמונה, דחוף",alarm_set
", תפעילי לי שעון ל-5:50 בבוקר",alarm_set
", שימי שעון ל-8:00 בבוקר",alarm_set
", תגדירי לי שעון מעורר ל-7:00 בבוקר",alarm_set
", אני מתעורר מוקדם, תעזרי לי עם שעון לחמש",alarm_set
", תפעילי שעון לעוד שלושים דקות",alarm_set
", תפעילי לי שעון ל-5:50 בבוקר",alarm_set
", תפעילי לי שעון מעורר ל-6:45",alarm_set
", תכווני שעון לשמונה, דחוף",alarm_set
", תכווני לי שעון לשבע וחצי",alarm_set
", תגדירי לי שעון מעורר ל-7:00 בבוקר",alarm_set
", אני מתעורר מוקדם, תעזרי לי עם שעון לחמש",alarm_set
", אני צריך לקום בחמש בבוקר, תכווני שעון",alarm_set
", תכווני שעון ל-6:15 כדי להספיק ללמוד",alarm_set
", תכווני לי שעון לשבע וחצי",alarm_set
", אני צריכה לקום ב-6:30, תכווני שעון",alarm_set
", אני מתעורר מוקדם, תעזרי לי עם שעון לחמש",alarm_set
", אני צריך לקום בחמש בבוקר, תכווני שעון",alarm_set
", תכווני שעון ל-6:15 כדי להספיק ללמוד",alarm_set
", אני צריכה לקום מוקדם, תגדירי שעון לשש",alarm_set
", תפעילי שעון ל-6:55, בבקשה",alarm_set
", אני צריך שעון מעורר לשש ורבע, בבקשה",alarm_set
", תגדירי לי שעון מעורר ל-7:00 בבוקר",alarm_set
", אנא תכווני שעון לשש בבוקר",alarm_set
", תגדירי לי שעון מעורר ל-4:45",alarm_set
", תכווני שעון ל-6:15 כדי להספיק ללמוד",alarm_set
", תפעילי שעון ל-6:55, בבקשה",alarm_set
", תכווני לי שעון לשמונה, שלא אאחר",alarm_set
", אני צריכה לקום ב-6:30, תכווני שעון",alarm_set
", תגדירי שעון מעורר לשבע ורבע",alarm_set
", תגדירי לי שעון מעורר ל-4:45",alarm_set
", תפעילי שעון מחר ל-7:20",alarm_set
", תפעילי לי שעון ל-5:50 בבוקר",alarm_set
", תכווני לי שעון לשבע וחצי",alarm_set
", תכווני לי שעון לשמונה, שלא אאחר",alarm_set
", תגדירי לי שעון מעורר ל-7:00 בבוקר",alarm_set
" היקרה, תכווני לי שעון לחמש וחצי בבוקר",alarm_set
", תפעילי שעון לעוד שלושים דקות",alarm_set
", תפעילי שעון מחר ל-7:20",alarm_set
", תכווני שעון ל-6:45, הילדים קמים מוקדם",alarm_set
", תפעילי שעון ל-6:55, בבקשה",alarm_set
", תכווני לי שעון לשמונה, שלא אאחר",alarm_set
" היקרה, תכווני לי שעון לחמש וחצי בבוקר",alarm_set
", תכווני שעון ל-6:15 כדי להספיק ללמוד",alarm_set
", אני צריך שעון ל-7:15 לבית ספר",alarm_set
", אני מתעורר מוקדם, תעזרי לי עם שעון לחמש",alarm_set
", תכווני לי שעון לשבע וחצי",alarm_set
", תכווני לי שעון לשמונה, שלא אאחר",alarm_set
", תפעילי לי שעון מעורר ל-6:45",alarm_set
", אני מתעורר מוקדם, תעזרי לי עם שעון לחמש",alarm_set
", אני צריך לקום בחמש בבוקר, תכווני שעון",alarm_set
", אני צריך שעון מעורר לשש ורבע, בבקשה",alarm_set
", אני צריכה לקום ב-6:30, תכווני שעון",alarm_set
", אני צריך לקום בחמש בבוקר, תכווני שעון",alarm_set
", תכווני שעון ל-6:15 כדי להספיק ללמוד",alarm_set
", אני צריכה לקום ב-6:30, תכווני שעון",alarm_set
", אני מתעורר מוקדם, תעזרי לי עם שעון לחמש",alarm_set
", תכווני שעון לשמונה, דחוף",alarm_set
", תפעילי שעון מחר ל-7:20",alarm_set
", אני צריכה לקום מוקדם, תגדירי שעון לשש",alarm_set
", אני צריך שעון ל-7:15 לבית ספר",alarm_set
", תכווני שעון ליום ראשון בשש בבוקר",alarm_set
" היקרה, תכווני לי שעון לחמש וחצי בבוקר",alarm_set
", תפעילי שעון מחר ל-7:20",alarm_set
", אני צריכה לקום מוקדם, תגדירי שעון לשש",alarm_set
", תכווני לי שעון לשמונה, שלא אאחר",alarm_set
", אני צריכה לקום ב-6:30, תכווני שעון",alarm_set
", אני מתעורר מוקדם, תעזרי לי עם שעון לחמש",alarm_set
", תפעילי שעון לעוד שלושים דקות",alarm_set
", תכווני שעון ל-6:15 כדי להספיק ללמוד",alarm_set
", תכווני לי שעון לשבע וחצי",alarm_set
", אני צריכה לקום ב-6:30, תכווני שעון",alarm_set
", תגדירי שעון מעורר לשבע ורבע",alarm_set
", תגדירי לי שעון מעורר ל-4:45",alarm_set
", אני צריכה שעון מעורר לשבע וחצי",alarm_set
", תפעילי לי שעון ל-5:50 בבוקר",alarm_set
", אני צריך שעון ל-7:15 לבית ספר",alarm_set
", אנא תכווני שעון לשש בבוקר",alarm_set
", תכווני שעון לשמונה, דחוף",alarm_set
", אני צריך שעון מעורר לשש ורבע, בבקשה",alarm_set
", אני מתעורר מוקדם, תעזרי לי עם שעון לחמש",alarm_set
", תכווני שעון לשמונה, דחוף",alarm_set
", תפעילי שעון מחר ל-7:20",alarm_set
", תכווני שעון ל-6:45, הילדים קמים מוקדם",alarm_set
", אני צריך שעון ל-7:15 לבית ספר",alarm_set
", תגדירי לי שעון מעורר ל-7:00 בבוקר",alarm_set
", תגדירי שעון מעורר לשבע ורבע",alarm_set
", אני צריך לקום בחמש בבוקר, תכווני שעון",alarm_set
", תפעילי שעון מחר ל-7:20",alarm_set
", תכווני שעון ל-6:45, הילדים קמים מוקדם",alarm_set
", שימי שעון ל-8:00 בבוקר",alarm_set
", תכווני לי שעון לשמונה, שלא אאחר",alarm_set
", אני מתעורר מוקדם, תעזרי לי עם שעון לחמש",alarm_set
", תכווני שעון לשמונה, דחוף",alarm_set
", תפעילי לי שעון ל-5:50 בבוקר",alarm_set
", אני צריך שעון מעורר לשש ורבע, בבקשה",alarm_set
", אני צריכה לקום ב-6:30, תכווני שעון",alarm_set
", אני צריך לקום בחמש בבוקר, תכווני שעון",alarm_set
", תכווני שעון ל-6:45, הילדים קמים מוקדם",alarm_set
", תפעילי שעון ל-6:55, בבקשה",alarm_set
", אני צריך שעון מעורר לשש ורבע, בבקשה",alarm_set
", אני מתעורר מוקדם, תעזרי לי עם שעון לחמש",alarm_set
", תגדירי לי שעון מעורר ל-4:45",alarm_set
", תפעילי שעון מחר ל-7:20",alarm_set
", אני צריך שעון ל-7:15 לבית ספר",alarm_set
", תגדירי לי שעון מעורר ל-7:00 בבוקר",alarm_set
" היקרה, תכווני לי שעון לחמש וחצי בבוקר",alarm_set
", תפעילי שעון לעוד שלושים דקות",alarm_set
", אני צריכה שעון מעורר לשבע וחצי",alarm_set
", אני צריכה לקום מוקדם, תגדירי שעון לשש",alarm_set
", שימי שעון ל-8:00 בבוקר",alarm_set
", תכווני לי שעון לשמונה, שלא אאחר",alarm_set
", תגדירי לי שעון מעורר ל-7:00 בבוקר",alarm_set
", אני מתעורר מוקדם, תעזרי לי עם שעון לחמש",alarm_set
", אני צריך לקום בחמש בבוקר, תכווני שעון",alarm_set
", שימי שעון ל-8:00 בבוקר",alarm_set
", תגדירי לי שעון מעורר ל-7:00 בבוקר",alarm_set
", אנא תכווני שעון לשש בבוקר",alarm_set
", תגדירי לי שעון מעורר ל-4:45",alarm_set
", תכווני שעון ל-6:15 כדי להספיק ללמוד",alarm_set
", אני צריכה לקום מוקדם, תגדירי שעון לשש",alarm_set
", תפעילי שעון ל-6:55, בבקשה",alarm_set
", תגדירי לי שעון מעורר ל-7:00 בבוקר",alarm_set
", תפעילי שעון לעוד שלושים דקות",alarm_set
", תכווני שעון ל-6:45, הילדים קמים מוקדם",alarm_set
", תכווני לי שעון לשמונה, שלא אאחר",alarm_set
", תכווני שעון ליום ראשון בשש בבוקר",alarm_set
", אנא תכווני שעון לשש בבוקר",alarm_set
", אני צריך לקום בחמש בבוקר, תכווני שעון",alarm_set
", תפעילי שעון מחר ל-7:20",alarm_set
", אני צריך שעון ל-7:15 לבית ספר",alarm_set
", תפעילי לי שעון מעורר ל-6:45",alarm_set
", אנא תכווני שעון לשש בבוקר",alarm_set
", תפעילי שעון לעוד שלושים דקות",alarm_set
", אני צריכה שעון מעורר לשבע וחצי",alarm_set
", תכווני שעון ל-6:45, הילדים קמים מוקדם",alarm_set
", אני צריך שעון ל-7:15 לבית ספר",alarm_set
", אני צריכה לקום ב-6:30, תכווני שעון",alarm_set
", אנא תכווני שעון לשש בבוקר",alarm_set
", תכווני שעון לשמונה, דחוף",alarm_set
", תכווני שעון ל-6:15 כדי להספיק ללמוד",alarm_set
", תכווני שעון ליום ראשון בשש בבוקר",alarm_set
", תפעילי שעון לעוד שלושים דקות",alarm_set
", אני צריכה שעון מעורר לשבע וחצי",alarm_set
", אני צריכה לקום מוקדם, תגדירי שעון לשש",alarm_set
", תפעילי שעון ל-6:55, בבקשה",alarm_set
", תכווני שעון ליום ראשון בשש בבוקר",alarm_set
" היקרה, תכווני לי שעון לחמש וחצי בבוקר",alarm_set
", אני צריך לקום בחמש בבוקר, תכווני שעון",alarm_set
", תכווני שעון ל-6:45, הילדים קמים מוקדם",alarm_set
" היקרה, תכווני לי שעון לחמש וחצי בבוקר",alarm_set
", תגדירי לי שעון מעורר ל-4:45",alarm_set
", תכווני שעון ל-6:45, הילדים קמים מוקדם",alarm_set
", תפעילי שעון ל-6:55, בבקשה",alarm_set
", תגדירי לי שעון מעורר ל-7:00 בבוקר",alarm_set
" היקרה, תכווני לי שעון לחמש וחצי בבוקר",alarm_set
", תפעילי שעון לעוד שלושים דקות",alarm_set
", תפעילי לי שעון ל-5:50 בבוקר",alarm_set
", שימי שעון ל-8:00 בבוקר",alarm_set
" היקרה, תכווני לי שעון לחמש וחצי בבוקר",alarm_set
", אני צריך לקום בחמש בבוקר, תכווני שעון",alarm_set
", תכווני שעון ל-6:45, הילדים קמים מוקדם",alarm_set
", תכווני לי שעון לשבע וחצי",alarm_set
", תפעילי לי שעון מעורר ל-6:45",alarm_set
", אני מתעורר מוקדם, תעזרי לי עם שעון לחמש",alarm_set
", אני צריכה שעון מעורר לשבע וחצי",alarm_set
", אני צריך שעון ל-7:15 לבית ספר",alarm_set
", תכווני לי שעון לשמונה, שלא אאחר",alarm_set
", תכווני שעון ליום ראשון בשש בבוקר",alarm_set
", אני מתעורר מוקדם, תעזרי לי עם שעון לחמש",alarm_set
", תפעילי שעון מחר ל-7:20",alarm_set
", שימי שעון ל-8:00 בבוקר",alarm_set
", תגדירי לי שעון מעורר ל-7:00 בבוקר",alarm_set
" היקרה, תכווני לי שעון לחמש וחצי בבוקר",alarm_set
", תכווני שעון לשמונה, דחוף",alarm_set
", תכווני שעון ל-6:45, הילדים קמים מוקדם",alarm_set
", תפעילי שעון ל-6:55, בבקשה",alarm_set
", אני צריך שעון מעורר לשש ורבע, בבקשה",alarm_set
", תגדירי לי שעון מעורר ל-7:00 בבוקר",alarm_set
", תפעילי שעון לעוד שלושים דקות",alarm_set
", תפעילי שעון מחר ל-7:20",alarm_set
", תכווני לי שעון לשבע וחצי",alarm_set
", תגדירי לי שעון מעורר ל-7:00 בבוקר",alarm_set
", אנא תכווני שעון לשש בבוקר",alarm_set
", תכווני שעון לשמונה, דחוף",alarm_set
", אני צריכה שעון מעורר לשבע וחצי",alarm_set
", תפעילי לי שעון ל-5:50 בבוקר",alarm_set
", אני צריך שעון ל-7:15 לבית ספר",alarm_set
", אני צריכה לקום ב-6:30, תכווני שעון",alarm_set
", תפעילי שעון לעוד שלושים דקות",alarm_set
", תכווני שעון ל-6:15 כדי להספיק ללמוד",alarm_set
", תפעילי לי שעון ל-5:50 בבוקר",alarm_set
", אני מתעורר מוקדם, תעזרי לי עם שעון לחמש",alarm_set
", תפעילי שעון לעוד שלושים דקות",alarm_set
", תכווני שעון ל-6:15 כדי להספיק ללמוד",alarm_set
", אני צריכה לקום מוקדם, תגדירי שעון לשש",alarm_set
", שימי שעון ל-8:00 בבוקר",alarm_set
", אני צריך שעון מעורר לשש ורבע, בבקשה",alarm_set
", תגדירי לי שעון מעורר ל-7:00 בבוקר",alarm_set
", תגדירי שעון מעורר לשבע ורבע",alarm_set
", תכווני שעון ל-6:45, הילדים קמים מוקדם",alarm_set
", אני צריך שעון ל-7:15 לבית ספר",alarm_set
", תפעילי לי שעון מעורר ל-6:45",alarm_set
", אני מתעורר מוקדם, תעזרי לי עם שעון לחמש",alarm_set
", תפעילי שעון לעוד שלושים דקות",alarm_set
", אני צריכה לקום מוקדם, תגדירי שעון לשש",alarm_set
", תכווני לי שעון לשבע וחצי",alarm_set
", תכווני שעון ליום ראשון בשש בבוקר",alarm_set
" היקרה, תכווני לי שעון לחמש וחצי בבוקר",alarm_set
", תכווני שעון לשמונה, דחוף",alarm_set
", תכווני שעון ל-6:15 כדי להספיק ללמוד",alarm_set
", שימי שעון ל-8:00 בבוקר",alarm_set
", אני צריכה לקום ב-6:30, תכווני שעון",alarm_set
", תפעילי שעון לעוד שלושים דקות",alarm_set
", תכווני שעון ל-6:15 כדי להספיק ללמוד",alarm_set
", תכווני לי שעון לשבע וחצי",alarm_set
", אני צריך שעון מעורר לשש ורבע, בבקשה",alarm_set
", תכווני שעון ליום ראשון בשש בבוקר",alarm_set
", אנא תכווני שעון לשש בבוקר",alarm_set
", תפעילי שעון לעוד שלושים דקות",alarm_set
", אני צריכה שעון מעורר לשבע וחצי",alarm_set
", אני צריך שעון ל-7:15 לבית ספר",alarm_set
", תכווני לי שעון לשמונה, שלא אאחר",alarm_set
", תגדירי לי שעון מעורר ל-7:00 בבוקר",alarm_set
", תגדירי שעון מעורר לשבע ורבע",alarm_set
", תכווני שעון ל-6:45, הילדים קמים מוקדם",alarm_set
", תפעילי לי שעון מעורר ל-6:45",alarm_set
", תוסיפי אירוע 'אימון כדורגל' ביום ראשון",calendar_set
", תוסיפי בלוח שנה פגישה עם יעל ביום שלישי ב-14:00",calendar_set
", תכתבי לי אירוע: 'טיפול קוסמטי' ביום חמישי בשתיים",calendar_set
", תוסיפי פגישה עסקית ביום רביעי ב-10 בבוקר",calendar_set
", תרשמי לי פגישה במועדון הגמלאים ביום שלישי",calendar_set
", תוסיפי אירוע 'טיול לפארק' ליום רביעי",calendar_set
", תוסיפי פגישה דחופה עם הלקוח למחר ב-9:00",calendar_set
", תוסיפי אירוע 'ישיבת צוות' ביום ראשון",calendar_set
", תכניסי לי פגישה עם הבוס לשלישי בבוקר",calendar_set
", תוסיפי אירוע: 'שיעור מבוא לפסיכולוגיה' ביום שני",calendar_set
", תכתבי לי בלוח שנה פגישה עם הגננת ביום שלישי",calendar_set
", תכניסי אירוע 'סידורים בעיר' ביום חמישי",calendar_set
", תכניסי אירוע 'אימון כושר' ליום חמישי",calendar_set
", תוסיפי פגישה עם היועצת ליום ראשון",calendar_set
", תוסיפי אירוע 'ישיבת צוות' ביום ראשון",calendar_set
", תוסיפי אירוע: 'שיעור מבוא לפסיכולוגיה' ביום שני",calendar_set
", תוסיפי פגישה דחופה עם הלקוח למחר ב-9:00",calendar_set
", תוסיפי פגישה עם היועצת ליום ראשון",calendar_set
", תכתבי לי אירוע: 'טיפול קוסמטי' ביום חמישי בשתיים",calendar_set
", תוסיפי אירוע 'טיול לפארק' ליום רביעי",calendar_set
", תכניסי לי פגישה עם הבוס לשלישי בבוקר",calendar_set
", תכניסי אירוע 'אימון כושר' ליום חמישי",calendar_set
", תרשמי לי פגישה במועדון הגמלאים ביום שלישי",calendar_set
", תכניסי לי פגישה עם הבוס לשלישי בבוקר",calendar_set
", תכתבי לי בלוח שנה פגישה עם הגננת ביום שלישי",calendar_set
", תוסיפי אירוע 'טיול לפארק' ליום רביעי",calendar_set
", תכניסי אירוע 'סידורים בעיר' ביום חמישי",calendar_set
", תכניסי אירוע 'אימון כושר' ליום חמישי",calendar_set
", תוסיפי פגישה עסקית ביום רביעי ב-10 בבוקר",calendar_set
", תוסיפי אירוע 'טיול לפארק' ליום רביעי",calendar_set
", תכניסי לי פגישה עם הבוס לשלישי בבוקר",calendar_set
", תוסיפי אירוע: 'שיעור מבוא לפסיכולוגיה' ביום שני",calendar_set
", תכניסי אירוע 'אימון כושר' ליום חמישי",calendar_set
", תוסיפי אירוע 'אימון כדורגל' ביום ראשון",calendar_set
", תכניסי לי פגישה עם הבוס לשלישי בבוקר",calendar_set
", תוסיפי אירוע 'טיול לפארק' ליום רביעי",calendar_set
", תוסיפי אירוע: 'שיעור מבוא לפסיכולוגיה' ביום שני",calendar_set
", תכניסי אירוע 'סידורים בעיר' ביום חמישי",calendar_set
", תוסיפי אירוע 'אימון כדורגל' ביום ראשון",calendar_set
", תוסיפי פגישה עסקית ביום רביעי ב-10 בבוקר",calendar_set
", תכתבי לי בלוח שנה פגישה עם הגננת ביום שלישי",calendar_set
", תוסיפי אירוע 'אימון כדורגל' ביום ראשון",calendar_set
", תוסיפי אירוע 'טיול לפארק' ליום רביעי",calendar_set
", תכניסי לי פגישה עם הבוס לשלישי בבוקר",calendar_set
", תוסיפי אירוע: 'שיעור מבוא לפסיכולוגיה' ביום שני",calendar_set
", תכתבי לי בלוח שנה פגישה עם הגננת ביום שלישי",calendar_set
", תכניסי אירוע 'אימון כושר' ליום חמישי",calendar_set
", תוסיפי אירוע 'אימון כדורגל' ביום ראשון",calendar_set
", תרשמי לי פגישה במועדון הגמלאים ביום שלישי",calendar_set
", תכניסי אירוע 'סידורים בעיר' ביום חמישי",calendar_set
", תכתבי לי אירוע: 'טיפול קוסמטי' ביום חמישי בשתיים",calendar_set
", תכניסי לי פגישה עם הבוס לשלישי בבוקר",calendar_set
", תכניסי אירוע 'סידורים בעיר' ביום חמישי",calendar_set
", תכתבי לי אירוע: 'טיפול קוסמטי' ביום חמישי בשתיים",calendar_set
", תוסיפי אירוע 'טיול לפארק' ליום רביעי",calendar_set
", תוסיפי פגישה דחופה עם הלקוח למחר ב-9:00",calendar_set
", תכניסי אירוע 'סידורים בעיר' ביום חמישי",calendar_set
", תוסיפי אירוע 'אימון כדורגל' ביום ראשון",calendar_set
", תכתבי לי אירוע: 'טיפול קוסמטי' ביום חמישי בשתיים",calendar_set
", תרשמי לי פגישה במועדון הגמלאים ביום שלישי",calendar_set
", תכתבי לי בלוח שנה פגישה עם הגננת ביום שלישי",calendar_set
", תכתבי לי בלוח שנה פגישה עם הגננת ביום שלישי",calendar_set
", תוסיפי בלוח שנה פגישה עם יעל ביום שלישי ב-14:00",calendar_set
", תוסיפי אירוע 'ישיבת צוות' ביום ראשון",calendar_set
", תכניסי אירוע 'סידורים בעיר' ביום חמישי",calendar_set
", תוסיפי בלוח שנה פגישה עם יעל ביום שלישי ב-14:00",calendar_set
", תוסיפי פגישה דחופה עם הלקוח למחר ב-9:00",calendar_set
", תכתבי לי בלוח שנה פגישה עם הגננת ביום שלישי",calendar_set
", תוסיפי פגישה דחופה עם הלקוח למחר ב-9:00",calendar_set
", תכניסי אירוע 'אימון כושר' ליום חמישי",calendar_set
", תרשמי לי פגישה במועדון הגמלאים ביום שלישי",calendar_set
", תוסיפי פגישה עם היועצת ליום ראשון",calendar_set
", תרשמי לי פגישה במועדון הגמלאים ביום שלישי",calendar_set
", תוסיפי אירוע 'אימון כדורגל' ביום ראשון",calendar_set
", תרשמי לי פגישה במועדון הגמלאים ביום שלישי",calendar_set
", תוסיפי פגישה דחופה עם הלקוח למחר ב-9:00",calendar_set
", תכתבי לי בלוח שנה פגישה עם הגננת ביום שלישי",calendar_set
", תוסיפי בלוח שנה פגישה עם יעל ביום שלישי ב-14:00",calendar_set
", תרשמי לי פגישה במועדון הגמלאים ביום שלישי",calendar_set
", תוסיפי בלוח שנה פגישה עם יעל ביום שלישי ב-14:00",calendar_set
", תכתבי לי בלוח שנה פגישה עם הגננת ביום שלישי",calendar_set
", תוסיפי פגישה עסקית ביום רביעי ב-10 בבוקר",calendar_set
", תוסיפי אירוע 'ישיבת צוות' ביום ראשון",calendar_set
", תכניסי אירוע 'אימון כושר' ליום חמישי",calendar_set
", תוסיפי בלוח שנה פגישה עם יעל ביום שלישי ב-14:00",calendar_set
", תכניסי לי פגישה עם הבוס לשלישי בבוקר",calendar_set
", תוסיפי אירוע 'טיול לפארק' ליום רביעי",calendar_set
", תוסיפי פגישה עם היועצת ליום ראשון",calendar_set
", תוסיפי בלוח שנה פגישה עם יעל ביום שלישי ב-14:00",calendar_set
", תכניסי לי פגישה עם הבוס לשלישי בבוקר",calendar_set
", תכניסי אירוע 'סידורים בעיר' ביום חמישי",calendar_set
", תכתבי לי אירוע: 'טיפול קוסמטי' ביום חמישי בשתיים",calendar_set
", תכתבי לי בלוח שנה פגישה עם הגננת ביום שלישי",calendar_set
", תוסיפי בלוח שנה פגישה עם יעל ביום שלישי ב-14:00",calendar_set
", תוסיפי פגישה דחופה עם הלקוח למחר ב-9:00",calendar_set
", תכניסי אירוע 'סידורים בעיר' ביום חמישי",calendar_set
", תוסיפי אירוע 'אימון כדורגל' ביום ראשון",calendar_set
", תוסיפי פגישה עסקית ביום רביעי ב-10 בבוקר",calendar_set
", תוסיפי אירוע 'ישיבת צוות' ביום ראשון",calendar_set
", תוסיפי אירוע: 'שיעור מבוא לפסיכולוגיה' ביום שני",calendar_set
", תכניסי אירוע 'סידורים בעיר' ביום חמישי",calendar_set
